id,ticket_id,status,category,subject,descripton,created_date,resolved_date,assigned_to,created_at
938,TCK-1938,open,software,Issue 938 subject,Description of issue 938,7/14/2024,,Charlie,11/28/2025 8:26
939,TCK-1939,in_progress,other,Issue 939 subject,Description of issue 939,10/17/2023,,Dana,11/28/2025 8:26
940,TCK-1940,resolved,software,Issue 940 subject,Description of issue 940,7/22/2023,7/28/2023,Alice,11/28/2025 8:26
941,TCK-1941,open,other,Issue 941 subject,Description of issue 941,4/3/2023,,Dana,11/28/2025 8:26
942,TCK-1942,open,hardware,Issue 942 subject,Description of issue 942,6/19/2023,,Charlie,11/28/2025 8:26
943,TCK-1943,closed,network,Issue 943 subject,Description of issue 943,6/23/2024,7/2/2024,Evan,11/28/2025 8:26
944,TCK-1944,resolved,hardware,Issue 944 subject,Description of issue 944,5/9/2023,5/17/2023,Evan,11/28/2025 8:26
945,TCK-1945,resolved,software,Issue 945 subject,Description of issue 945,10/31/2023,11/1/2023,Alice,11/28/2025 8:26
946,TCK-1946,open,other,Issue 946 subject,Description of issue 946,11/30/2023,,Alice,11/28/2025 8:26
947,TCK-1947,open,access,Issue 947 subject,Description of issue 947,4/1/2023,,Charlie,11/28/2025 8:26
948,TCK-1948,in_progress,software,Issue 948 subject,Description of issue 948,12/13/2023,,Alice,11/28/2025 8:26
949,TCK-1949,closed,network,Issue 949 subject,Description of issue 949,4/23/2023,5/3/2023,Alice,11/28/2025 8:26
950,TCK-1950,resolved,other,Issue 950 subject,Description of issue 950,5/8/2024,5/16/2024,Alice,11/28/2025 8:26
951,TCK-1951,closed,hardware,Issue 951 subject,Description of issue 951,6/4/2024,6/10/2024,Alice,11/28/2025 8:26
952,TCK-1952,resolved,other,Issue 952 subject,Description of issue 952,7/2/2024,7/7/2024,Bob,11/28/2025 8:26
953,TCK-1953,resolved,software,Issue 953 subject,Description of issue 953,8/31/2024,9/4/2024,Evan,11/28/2025 8:26
954,TCK-1954,in_progress,software,Issue 954 subject,Description of issue 954,11/13/2024,,Charlie,11/28/2025 8:26
955,TCK-1955,resolved,hardware,Issue 955 subject,Description of issue 955,1/19/2023,1/25/2023,Evan,11/28/2025 8:26
956,TCK-1956,resolved,software,Issue 956 subject,Description of issue 956,2/27/2024,3/7/2024,Bob,11/28/2025 8:26
957,TCK-1957,open,other,Issue 957 subject,Description of issue 957,1/3/2024,,Dana,11/28/2025 8:26
958,TCK-1958,closed,software,Issue 958 subject,Description of issue 958,8/15/2023,8/20/2023,Alice,11/28/2025 8:26
959,TCK-1959,resolved,other,Issue 959 subject,Description of issue 959,2/11/2024,2/16/2024,Alice,11/28/2025 8:26
960,TCK-1960,open,software,Issue 960 subject,Description of issue 960,7/15/2023,,Dana,11/28/2025 8:26
961,TCK-1961,in_progress,network,Issue 961 subject,Description of issue 961,12/28/2023,,Fiona,11/28/2025 8:26
962,TCK-1962,resolved,hardware,Issue 962 subject,Description of issue 962,2/18/2024,2/22/2024,Dana,11/28/2025 8:26
963,TCK-1963,resolved,hardware,Issue 963 subject,Description of issue 963,2/5/2023,2/13/2023,Dana,11/28/2025 8:26
964,TCK-1964,closed,network,Issue 964 subject,Description of issue 964,5/10/2024,5/13/2024,Dana,11/28/2025 8:26
965,TCK-1965,open,hardware,Issue 965 subject,Description of issue 965,1/29/2024,,Charlie,11/28/2025 8:26
966,TCK-1966,resolved,software,Issue 966 subject,Description of issue 966,4/9/2024,4/15/2024,Charlie,11/28/2025 8:26
967,TCK-1967,closed,software,Issue 967 subject,Description of issue 967,6/30/2023,7/7/2023,Fiona,11/28/2025 8:26
968,TCK-1968,closed,network,Issue 968 subject,Description of issue 968,2/7/2024,2/9/2024,Evan,11/28/2025 8:26
969,TCK-1969,closed,software,Issue 969 subject,Description of issue 969,9/15/2024,9/17/2024,Bob,11/28/2025 8:26
970,TCK-1970,in_progress,network,Issue 970 subject,Description of issue 970,1/25/2023,,Bob,11/28/2025 8:26
971,TCK-1971,closed,access,Issue 971 subject,Description of issue 971,2/11/2024,2/16/2024,Evan,11/28/2025 8:26
972,TCK-1972,closed,access,Issue 972 subject,Description of issue 972,6/13/2023,6/23/2023,Dana,11/28/2025 8:26
973,TCK-1973,closed,software,Issue 973 subject,Description of issue 973,10/5/2023,10/11/2023,Fiona,11/28/2025 8:26
974,TCK-1974,closed,hardware,Issue 974 subject,Description of issue 974,2/17/2023,2/17/2023,Alice,11/28/2025 8:26
975,TCK-1975,resolved,network,Issue 975 subject,Description of issue 975,9/19/2024,9/21/2024,Charlie,11/28/2025 8:26
976,TCK-1976,closed,software,Issue 976 subject,Description of issue 976,3/5/2024,3/13/2024,Dana,11/28/2025 8:26
977,TCK-1977,open,network,Issue 977 subject,Description of issue 977,10/23/2024,,Dana,11/28/2025 8:26
978,TCK-1978,resolved,hardware,Issue 978 subject,Description of issue 978,4/2/2024,4/3/2024,Evan,11/28/2025 8:26
979,TCK-1979,open,other,Issue 979 subject,Description of issue 979,4/22/2023,,Evan,11/28/2025 8:26
980,TCK-1980,open,access,Issue 980 subject,Description of issue 980,8/5/2024,,Fiona,11/28/2025 8:26
981,TCK-1981,resolved,software,Issue 981 subject,Description of issue 981,10/10/2024,10/16/2024,Dana,11/28/2025 8:26
982,TCK-1982,open,other,Issue 982 subject,Description of issue 982,5/26/2024,,Bob,11/28/2025 8:26
983,TCK-1983,resolved,access,Issue 983 subject,Description of issue 983,5/22/2024,5/27/2024,Alice,11/28/2025 8:26
984,TCK-1984,resolved,software,Issue 984 subject,Description of issue 984,10/25/2023,10/31/2023,Fiona,11/28/2025 8:26
985,TCK-1985,closed,other,Issue 985 subject,Description of issue 985,1/9/2024,1/9/2024,Fiona,11/28/2025 8:26
986,TCK-1986,resolved,other,Issue 986 subject,Description of issue 986,10/17/2023,10/17/2023,Fiona,11/28/2025 8:26
987,TCK-1987,resolved,network,Issue 987 subject,Description of issue 987,2/27/2024,3/7/2024,Alice,11/28/2025 8:26
988,TCK-1988,resolved,other,Issue 988 subject,Description of issue 988,3/2/2023,3/6/2023,Dana,11/28/2025 8:26
989,TCK-1989,in_progress,network,Issue 989 subject,Description of issue 989,8/4/2023,,Dana,11/28/2025 8:26
990,TCK-1990,open,access,Issue 990 subject,Description of issue 990,11/23/2023,,Alice,11/28/2025 8:26
991,TCK-1991,resolved,network,Issue 991 subject,Description of issue 991,11/4/2024,11/14/2024,Bob,11/28/2025 8:26
992,TCK-1992,closed,hardware,Issue 992 subject,Description of issue 992,7/13/2023,7/22/2023,Bob,11/28/2025 8:26
993,TCK-1993,resolved,hardware,Issue 993 subject,Description of issue 993,3/15/2023,3/15/2023,Evan,11/28/2025 8:26
994,TCK-1994,open,access,Issue 994 subject,Description of issue 994,6/6/2024,,Fiona,11/28/2025 8:26
995,TCK-1995,in_progress,hardware,Issue 995 subject,Description of issue 995,11/6/2024,,Bob,11/28/2025 8:26
996,TCK-1996,closed,access,Issue 996 subject,Description of issue 996,10/28/2023,11/6/2023,Charlie,11/28/2025 8:26
997,TCK-1997,closed,other,Issue 997 subject,Description of issue 997,9/15/2023,9/16/2023,Fiona,11/28/2025 8:26
998,TCK-1998,open,other,Issue 998 subject,Description of issue 998,11/14/2023,,Dana,11/28/2025 8:26
999,TCK-1999,open,software,Issue 999 subject,Description of issue 999,2/3/2023,,Charlie,11/28/2025 8:26
1000,TCK-2000,resolved,software,Issue 1000 subject,Description of issue 1000,10/29/2023,11/8/2023,Bob,11/28/2025 8:26
